code,number,edition,character,series,quality,wishlists,dropQuality
045fc9,4493,1,Gotou,Hunter x Hunter,3,3,3
045tdw,4401,1,Tsukasa Shishiou,Dr. Stone,2,46,2
04k357,4444,1,Batman,Batman Ninja,3,122,3
04k7vd,4465,1,Miia,Monster Musume no Iru Nichijou,2,153,2
04k35l,4450,1,Saratoga,Azur Lane,1,1,1
04mvbr,4445,1,Ayumi Otosaka,Charlotte,1,14,1
0zc750,1155,1,Cresselia,Pokémon: Diamond & Pearl,2,2,2
0zc1tj,4433,1,Chloe Aubert,That Time I Got Reincarnated as a Slime,4,11,4
0z65gg,4463,1,Isaac McDougal,Fullmetal Alchemist: Brotherhood,1,1,1
0zxxhp,4343,1,Azami Nakiri,Food Wars! The Third Plate,3,2,3
0zxxh1,4194,1,Yang Xiao Long,RWBY,2,140,2
0zxpcw,3255,1,Commissioner S,The God of High School,4,1,4
v6vtrz,3482,1,Karma Akabane,Assassination Classroom,2,480,2
0zsx60,4448,1,Kaga,Azur Lane,4,1,4
0zsrr0,4475,1,Hassan of the Serenity,Fate/Prototype: Sougin no Fragments,2,27,2
0zdlwg,4468,1,Tenten,Naruto,2,51,2
0z79ck,4411,1,Xenovia Quarta,High School DxD NEW,2,200,2
0z70vx,4413,1,Baise,Hunter x Hunter,2,1,2
0qscdf,3673,1,Black Hanekawa,Bakemonogatari,2,209,2
0ztgp2,4503,1,Ash's Charizard,Pokémon,2,25,2
0ztvd3,4408,1,Zorua,Pokémon: Black & White: Adventures in Unova and Beyond,4,6,4
vcq8cz,2357,1,Commissioner Q,The God of High School,3,18,3
0q8z6s,1768,1,Park Ilpyo,The God of High School,3,36,3
0z8q2m,4157,1,Payne,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",2,2,2
0zl5dk,4432,1,Olivier Mira Armstrong,Fullmetal Alchemist: Brotherhood,0,22,0
0zlq6t,4370,1,Bogue,Azur Lane,2,1,2
0zfnsk,4603,1,Sylph,Black Clover,2,1,2
0z9xxt,4387,1,Suzuha Amane,Steins;Gate,2,48,2
0nbsl9,1449,1,Nasa Yuzaki,Tonikaku Kawaii,4,43,4
0zzt62,4365,1,Mikakage,Log Horizon 2,3,0,3
0zz0mb,2288,1,Carmilla,Re:ZERO -Starting Life in Another World- Season 2,1,8,1
0z10nm,4298,1,Irina Jelavic,Assassination Classroom,0,47,0
0zv76m,4354,1,Shirou Emiya,Fate/stay night,2,122,2
0znbw1,4435,1,Hajime Nagumo,Arifureta: From Commonplace to World's Strongest,2,114,2
0znq68,4275,1,Yuuta Togashi,"Love, Chunibyo & Other Delusions!",3,35,3
0znqn5,4368,1,Tetra,Log Horizon 2,1,12,1
0zjxtj,4173,1,Ruby Rose,RWBY,1,247,1
0zjx89,4320,1,Nero Claudius,Fate/Extra Last Encore,2,125,2
0zjxp4,4397,1,Xenovia Quarta,High School DxD NEW,2,200,2
0zb90d,4404,1,Envy,Fullmetal Alchemist,2,43,2
vhlmwh,45,1,Sucrose,Genshin Impact,4,215,2
0z5sh3,4479,1,Faris Nyannyan,Steins;Gate,2,37,2
0z2rgk,4262,1,Gladion's Silvally,Pokémon Sun & Moon,2,5,2
4mq00,947,1,Gakupo Kamui,Last Note: Dead Line Circus,2,36,2
0zhh0p,2302,1,Lumine,Genshin Impact,2,280,2
0zqssj,4493,1,Setsuna Tokage,My Hero Academia 2,1,6,1
01x29b,4302,1,Vulgar's Pubic Hair,Space Battleship Tiramisu Specials,2,7,2
01fpz5,4356,1,Dawn,Pokémon: Diamond & Pearl,1,31,1
019lhc,4367,1,Miyuki Shirogane,Kaguya-sama: Love Is War,1,225,1
019zc1,4265,1,Vanir,KonoSuba: God's blessing on this wonderful world! 2,2,6,2
01gqrn,4192,1,Syrup,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",3,61,3
01317t,3059,1,Akai Haato,Hololive: Holo no Graffiti,0,79,0
01r435,4340,1,Roderic,Log Horizon,1,0,1
0jqbml,4167,1,Mai Sakurajima,Rascal Does Not Dream of Bunny Girl Senpai,4,3304,2
blqrs,644,1,Gilgamesh,Fate/stay night,2,359,2
01rk08,4371,1,Gilgamesh,Fate/stay night,2,359,2
01rkvv,4321,1,Roe 2,Log Horizon 2,1,4,1
0115gz,4251,1,Ash's Treecko,Pokémon Advanced,2,7,2
0110d0,4307,1,Hyuuga,Azur Lane,1,1,1
01nzbm,4362,1,Kalluto Zoldyck,Hunter x Hunter,3,20,3
01jfqq,4335,1,Megumin,KonoSuba: God's blessing on this wonderful world!,4,1701,4
vcprt8,3614,1,Nao Tomori,Charlotte,2,378,2
01jwjj,1717,1,Ruri Kurosaki,Yu-Gi-Oh! Arc-V,2,1,2
01jq6r,431,1,Nori,Sword Art Online II,1,1,1
01bxlb,4251,1,Riku Dola,No Game No Life: Zero,4,34,4
01brk5,4280,1,Eri Kumagai,Music Girls,1,2,1
01bqhm,2177,1,Ranpha,Princess Connect! Re: Dive,2,2,2
015xq7,1018,1,Sticky Slime,By the Grace of the Gods,1,3,1
01k1w9,4301,1,The Gleam Eyes,Sword Art Online,2,1,2
01kmd9,4322,1,Phinks,Hunter x Hunter,1,14,1
01w3zp,4167,1,Linel Synthesis Twenty-Eight,Sword Art Online: Alicization,2,1,2
01h8n9,1601,1,Gojo Satoru,Jujutsu Kaisen,4,15793,4
01q8fn,4277,1,Sakura Matou,Fate/stay night,2,163,2
01h47r,1045,1,Mega Tyranitar,Pokémon XY: Mega Evolution,3,1,3
v4nq3k,959,1,Christina,Princess Connect! Re: Dive,1,6,1
01qczk,4274,1,Witch Queen,Black Clover,3,1,3
01qc19,2645,1,Tester,Azur Lane,1,0,1
010p25,4201,1,Serena's Eevee,Pokémon XY,1,28,1
0hc78v,3930,1,Yui,Sword Art Online,3,123,3
0nx4sd,4273,1,Nazuna,Log Horizon,1,2,1
0ns6x4,4354,1,Yuu Otosaka,Charlotte,2,137,2
vmql3g,1875,1,Asuna,Sword Art Online,4,2146,2
0nswsp,3271,1,Neopolitan,RWBY,4,77,4
0nskpq,4384,1,Papi,Monster Musume no Iru Nichijou,4,47,4
0nsk42,2234,1,Tsuki Uzaki,Uzaki-chan Wants to Hang Out!,4,16,4
0ndx58,4343,1,Mariella,Black Clover,2,1,2
0ndb75,1683,1,Shun Kurosaki,Yu-Gi-Oh! Arc-V,1,3,1
0n7xtw,4247,1,Azusa Nakano,K-On!,2,141,2
0n7l1j,4238,1,Lily Aquaria,Black Clover,3,10,3
v1qmql,2539,1,Byakuya Ishigami,Dr. Stone,3,5,3
0vnch4,3659,1,Chiron,Fate/Apocrypha,2,3,2
v65xcd,3493,1,Ana,Fate/Grand Order,3,9,3
0261l6,3828,1,Irisviel von Einzbern,Fate/Zero,1,28,1
0ml1fq,3626,1,Siegfried,Fate/Apocrypha,0,7,0
00qgl2,3626,1,Irisviel von Einzbern,Fate/Zero,2,28,2
0mzcf2,3650,1,Saber,Fate/Prototype,1,23,1
v3f9ph,3046,1,Rio Futaba,Rascal Does Not Dream of Bunny Girl Senpai,3,442,3
0ntjt3,3065,1,Tokino Sora,Hololive: Holo no Graffiti,1,50,1
0n8f01,4253,1,Asuna,Sword Art Online,4,2146,2
0n8f0b,4302,1,Franklin,Hunter x Hunter,4,12,4
0nl7gd,4289,1,Koujirou Shinomiya,Food Wars! Shokugeki no Souma,3,12,3
0n0t4b,4189,1,Saber,Fate/stay night,4,1285,1
vzg66k,1461,1,Echidna,Re:ZERO -Starting Life in Another World- Season 2,4,343,2
0nl5lv,3533,1,Cyalume Saber,Steins;Gate 0,1,1,1
0n9t6x,4267,1,Senko,The Helpful Fox Senko-san,2,255,2
0n94wp,4218,1,Colt,Hunter x Hunter (2011),4,1,4
0ng8s5,4234,1,Arashi Nikaidou,Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne! Specials,3,1,3
0n3gh6,2125,1,Bison,Arknights,3,0,3
0n16t7,4257,1,Illustrious,Azur Lane,2,1,2
0n18pq,141,1,Edgar Chang Martin,D.Gray-man Hallow,2,1,2
0n1ffg,102,1,Takashiaki Kazamoto,Durarara!! X2,1,1,1
0n1bdx,4335,1,Vestal,Azur Lane,3,1,3
0n1qjr,114,1,Raidraptor - Pain Lanius,Yu-Gi-Oh! Arc-V,2,1,2
0jq2gb,4024,1,Eugeo,Sword Art Online: Alicization,1,214,1
flh69,1325,1,Sakamoto,Haven't You Heard? I'm Sakamoto,1,46,1
0njtqg,732,1,Swindler,Akudama Drive,3,34,3
0nn0vr,2899,1,Emilia,Lapis Re:LiGHTs,2,1,2
0nbg8c,4261,1,Courage,Food Wars! The Fourth Plate,3,2,3
0nkf5k,4403,1,Zenitsu Agatsuma,Demon Slayer: Kimetsu no Yaiba,4,3135,3
0nwd57,3027,1,Tokino Sora,Hololive: Holo no Graffiti,2,50,2
0n27pv,4301,1,Kirschtaria Wodime,Fate/Grand Order,2,1,2
0n2gfx,4249,1,Sadayo Kawakami,Persona 5 the Animation,1,58,1
0nh2qk,2127,1,Blaze,Arknights,3,1,3
0nh2nz,280,1,Daisy,Sword Art Online: Fatal Bullet,1,1,1
v22xmk,2142,1,Illyasviel von Einzbern,Fate/stay night,1,92,1
0nqcg6,4200,1,Kurami Zell,No Game No Life,4,14,4
0nq87v,4238,1,Lana,Pokémon Sun & Moon,0,12,0
0nqrkx,4131,1,Queen,No Game No Life,1,4,1
0n0cqz,4218,1,Denver,Azur Lane,0,1,0
0jxvtk,4183,1,Enterprise,Azur Lane,2,12,2
0nv8ln,3290,1,Purple Heart,Hyperdimension Neptunia,2,62,2
0nmb5g,4197,1,Norfolk,Azur Lane,2,0,2
0nv3cp,4241,1,Aoi Ichijou,High School Prodigies Have It Easy Even in Another World!,2,1,2
v1st8h,2594,1,Jotaro Kujo,JoJo's Bizarre Adventure: Stardust Crusaders,4,1814,3
vxtk7l,3461,1,Nezuko Kamado,Demon Slayer: Kimetsu no Yaiba,4,8665,3
0nvhc7,1953,1,Shefi,Princess Connect! Re: Dive,3,4,3
0jx8hm,1405,1,Hina Satou,The Day I Became a God,4,23,4
0jx8q7,4271,1,Chaos Machina,Cautious Hero: The Hero Is Overpowered but Overly Cautious,3,8,3
0jx93s,4171,1,Shinku Nilvaren,No Game No Life: Zero,2,4,2
0jx56l,4271,1,Henrietta,Log Horizon,3,1,3
0jdcmz,4323,1,Seishirou Tsugumi,Nisekoi,3,80,3
0jd86w,4292,1,Alaksimi,Log Horizon,2,1,2
0jd5kq,3105,1,Shiranui Flare,Hololive: Holo no Graffiti,1,49,1
0j7w0k,70,1,Beatrix Brehme,Schwarzesmarken,2,9,2
0jtzd6,53,1,Mikiya Awakusu,Durarara!! X2,2,1,2
0jt5l9,4268,1,Tio Klarus,Arifureta: From Commonplace to World's Strongest,1,32,1
0j8h6f,4248,1,Rem,Re:ZERO -Starting Life in Another World-,4,2461,0
0jlwrx,4126,1,Mr. Aldini,Food Wars! Shokugeki no Souma,1,1,1
0jlwrd,4080,1,Akihiko Kayaba,Sword Art Online,0,7,0
0jlwpn,2120,1,Barbara,Genshin Impact,4,133,3
0j9tzc,3057,1,Champe,Lapis Re:LiGHTs,2,1,2
vx0ph6,3342,1,Cynthia,Pokémon: Diamond & Pearl,1,197,1
0j39p2,4202,1,Wolfgang Amadeus Mozart,Fate/Grand Order,3,1,3
0jrp7h,4215,1,Aoi Ichijou,High School Prodigies Have It Easy Even in Another World!,0,1,0
0jjz61,4157,1,Milotic,Pokémon: Diamond & Pearl,0,5,0
0j58pm,2075,1,W,Arknights,4,3,4
0jk6kj,4235,1,Saber,Fate/Prototype,1,23,1
0jkl73,4126,1,Itaru Hashida,Steins;Gate,3,21,3
0jw3kl,4229,1,5pb.,Hyperdimension Neptunia,1,5,1
0jwqqt,4160,1,Susamaru,Demon Slayer: Kimetsu no Yaiba,2,21,2
0jq7mp,4217,1,Ophelia,Romeo x Juliet,0,1,0
0jmjdz,1583,1,Shun Kurosaki,Yu-Gi-Oh! Arc-V,3,3,3
l4gf,46,1,Columbia,Azur Lane,4,1,2
0bcc5l,3416,1,PhoneWave,Steins;Gate 0,3,2,3
0bcckg,4219,1,Celenike Icecolle Yggdmillennia,Fate/Apocrypha,3,1,3
0bc0s4,3052,1,Tsunomaki Watame,Hololive: Holo no Graffiti,3,123,3
0btxnb,4181,1,Chloe Aubert,That Time I Got Reincarnated as a Slime,3,11,3
0b8tkb,4062,1,Kako,Azur Lane,4,1,4
0bl8t8,4164,1,Ruka Sarashina,"Kanojo, Okarishimasu",4,276,4
0b951c,915,1,Cresselia,Pokémon: Diamond & Pearl,2,2,2
0bgknk,4213,1,Suzune Horikita,Classroom of the Elite,2,363,2
0brjlr,4119,1,Taeko Sugawara,Arifureta: From Commonplace to World's Strongest,4,0,4
0bpl6h,4038,1,Cygnet,Azur Lane,1,1,1
0bp44j,3253,1,Green Heart,Hyperdimension Neptunia,1,19,1
0b4f3b,250,1,Sumeragi,Sword Art Online: Lost Song,3,1,3
0b4nhp,1474,1,Ray Akaba,Yu-Gi-Oh! Arc-V,3,1,3
0bzcqf,4165,1,Miyuki Shiba,The Irregular at Magic High School,3,216,3
0bz33m,4104,1,Misha Necron,Maou Gakuin no Futekigousha,1,132,1
0bzkbd,4144,1,Shea Haulia,Arifureta: From Commonplace to World's Strongest,2,48,2
0b17r1,4144,1,Shizuku Yaegashi,Arifureta: From Commonplace to World's Strongest,2,10,2
0bkrlz,4245,1,Sylveon,Pokémon XY,3,176,3
0bkbxj,4292,1,August,Didn't I Say to Make My Abilities Average in the Next Life?!,2,0,2
0bkhzh,4091,1,Sortiliena Serlut,Sword Art Online: Alicization,4,8,4
0bwg08,4106,1,Tanaka,Fate/Kaleid Liner Prisma Illya 3rei!!,1,1,1
0b260l,3113,1,Neopolitan,RWBY,4,77,4
0b2w70,3041,1,Nemu Manaka,Euphoria,2,36,2
0bhkjc,2840,1,Ookami Mio,Hololive: Holo no Graffiti,3,100,3
0b09br,4140,1,N. Amagi,Fate/Extra Last Encore,0,1,0
0b07lz,4131,1,Spence,Azur Lane,2,1,2
05sh8d,4001,1,Vert,Hyperdimension Neptunia,2,15,2
05wn9x,3088,1,Dark Sakura,Fate/stay night: Heaven's Feel II. lost butterfly,2,93,2
05fxtb,4130,1,Sala Shane,Charlotte,2,1,2
05f9l8,4103,1,Kousuke Endou,Arifureta: From Commonplace to World's Strongest,1,2,1
9419f,1296,1,Eijirou Kirishima,My Hero Academia,4,280,2
0534s9,176,1,Yao Mengfang,Ma La Nu Pei,1,0,1
vv88x9,1992,1,Saber,Fate/stay night,4,1285,2
05zpfs,4096,1,Kumagami,Charlotte,2,2,2
051lkp,4118,1,Rosalia,Sword Art Online,2,1,2
051k3x,2934,1,Commissioner S,The God of High School,3,1,3
05j66f,2938,1,Han Daewi,The God of High School,4,59,4
05jtx9,1579,1,Kirari Kawamura,Saekano: How to Raise a Boring Girlfriend Fine,2,1,2
05jj1x,3774,1,Rantaro Amami,Danganronpa V3: Killing Harmony,1,101,1
05mlzx,4172,1,Panda,Tekken: Blood Vengeance,0,2,0
05mlz5,4034,1,Uvogin,Hunter x Hunter,2,29,2
0kcc56,4090,1,Hawks,My Hero Academia 4,2,391,1
0k631w,4068,1,Illustrious,Azur Lane,2,1,2
0kxjct,3999,1,Reshiram,Pokémon: White - Victini and Zekrom,0,17,0
0ksgd5,4123,1,Ino Yamanaka,Naruto,2,88,2
0ks1tt,561,1,Sister,Akudama Drive,1,1,1
0kdfx9,18,1,Jun,"Seiso de Majime na Kanojo ga, Saikyou Yaricir ni Kanyuu Saretara...? The Animation",0,0,0
s6452,1700,1,Megumi Katou,Saekano: How to Raise a Boring Girlfriend,0,183,0
0kdbkx,4014,1,Megumi Fushiguro,Jujutsu Kaisen,1,2585,1
0k7dv4,4072,1,Eris,KonoSuba: God's blessing on this wonderful world!,4,21,4
0k7nz0,3973,1,Massachusetts,Azur Lane,4,1,4
0k7hqg,3308,1,Cyalume Saber,Steins;Gate 0,2,1,2
0kb807,3933,1,Stroganopp,Log Horizon,3,0,3
0kt4l8,2996,1,Houshou Marine,Hololive: Holo no Graffiti,3,397,3
0kt5nb,4044,1,Nazuna,Log Horizon,3,2,3
0wh9xq,3993,1,Elissa,Log Horizon,1,0,1
0k8ljf,2193,1,Kaburamaru,Demon Slayer: Kimetsu no Yaiba,0,8,0
0k8bj9,3971,1,Itori,Tokyo Ghoul,1,5,1
0k3j6d,833,1,Mega Medicham,Pokémon XY: Mega Evolution,2,1,2
0k3qm3,1994,1,Chongyun,Genshin Impact,4,301,3
0kr7g1,4049,1,Elulu,Cautious Hero: The Hero Is Overpowered but Overly Cautious,2,2,2
0kr3c7,831,1,Mega Scizor,Pokémon XY: Mega Evolution,1,1,1
0krrlc,4127,1,Kinjou,Log Horizon 2,3,1,3
0kr5qm,4007,1,Stephanie Dola,No Game No Life,2,60,2
0kr5v5,4026,1,Hibiki Sakura,How Heavy Are the Dumbbells You Lift?,0,37,0
0krmrb,110,1,Tia,Sword Art Online: Hollow Realization,2,1,2
0kp5zq,3981,1,Arashi Nikaidou,Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne! Specials,4,1,4
0k4dzv,3679,1,Kaito Momota,Danganronpa V3: Killing Harmony,2,51,2
0k4pj0,4048,1,Illumi Zoldyck,Hunter x Hunter,0,165,0
0k40kb,88,1,Liu Gonzi,Bai Yao Pu,3,3,3
vs3996,2423,1,Dark Sakura,Fate/stay night: Heaven's Feel II. lost butterfly,2,93,0
0kbcq3,4133,1,The Joker,Batman Ninja,1,44,1
0kb4ml,4025,1,Ibara Shiozaki,My Hero Academia 2,2,2,2
0kbkjk,3917,1,Aguri Yukimura,Assassination Classroom,0,1,0
0kbk5x,3971,1,Souna Sitri,High School DxD,2,2,2
0k5274,4039,1,Miia,Monster Musume no Iru Nichijou,0,153,0
0kkwwx,4146,1,Matsu,Sekirei,3,2,3
0kwpn1,4003,1,Chrome,Dr. Stone,1,33,1
0k26fs,3962,1,Arashi Nikaidou,Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne! Specials,2,1,2
0k2t0c,4066,1,Sheffield,Azur Lane,1,1,1
0k2pnz,2105,1,Tenebria,Epic Seven,2,11,2
0w6q7h,1931,1,Ch'en,Arknights,2,6,2
0wxkkh,4012,1,Elulu,Cautious Hero: The Hero Is Overpowered but Overly Cautious,2,2,2
0wxkhp,3907,1,Senzaemon Nakiri,Food Wars! Shokugeki no Souma,1,1,1
0wxm1j,84,1,Tabata,That is the Bottleneck,3,0,3
0wsnv2,3974,1,Rio Nakamura,Assassination Classroom,1,7,1
0w7cp0,1622,1,Bede,Pokémon: Twilight Wings,1,16,1
0wtz0f,3990,1,Thatcher,Azur Lane,2,1,2
0wtzvr,72,1,Mellie,Don't Call Us A JUNK GAME!,2,1,2
0w84st,4023,1,Liliana,Log Horizon,0,1,0
0w8brh,3910,1,Marielle,Log Horizon,2,6,2
0wl1jj,4018,1,Homura,Dr. Stone,1,4,1
0wfzxf,3972,1,Stephanie Dola,No Game No Life,3,60,3
0w98q9,70,1,Strea,Sword Art Online: Infinity Moment,1,1,1
0w9n72,1915,1,Qiqi,Genshin Impact,1,254,1
0wgpjw,1929,1,Tsuki Uzaki,Uzaki-chan Wants to Hang Out!,0,16,0
0wgzfc,1376,1,Toge Inumaki,Jujutsu Kaisen,3,1478,3
0wgmkx,1162,1,Oboro,Fire Emblem Fates,2,4,2
0w3gh9,3928,1,Meloetta,Pokémon: Meloetta's Moonlight Serenade,0,5,0
0w3w21,4061,1,Kamin,Dragon Ball Heroes,2,0,2
0wj9ch,4023,1,Levi,Magical Girl Lyrical Nanoha: Reflection,2,1,2
0wj2jz,3879,1,Palkia,Pokémon: The Rise of Darkrai,1,7,1
0wj2bg,712,1,Mega Mewtwo X,Pokémon XY: Mega Evolution,2,6,2
0wb6dg,3917,1,Arashi Nikaidou,Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne! Specials,2,1,2
0wbt5t,3934,1,Yamada,The Quintessential Quintuplets,4,1,4
0wbrwn,3920,1,Kurenai Yuuhi,Naruto,1,8,1
0wbqjm,4018,1,Tapu Lele,Pokémon Sun & Moon,1,4,1
vhvs1k,2110,1,Shinobu Kochou,Demon Slayer: Kimetsu no Yaiba,4,3045,4
0w59jk,745,1,Mega Swampert,Pokémon XY: Mega Evolution,1,6,1
0ww3g4,3899,1,Tamayo,Demon Slayer: Kimetsu no Yaiba,2,67,2
0w549j,29,1,Seven,Sword Art Online: Lost Song,2,1,2
0whgxm,4091,1,Tohka Yatogami,Date a Live,1,245,1
0whs4q,4014,1,Belfast,Azur Lane,2,4,2
0whzqx,3965,1,Edinburgh,Azur Lane,3,1,3
0whmtv,3980,1,Salamence,Pokémon: Diamond & Pearl,2,3,2
0w0cz0,4000,1,Emily Stewart,"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV",2,1,2
0w02pz,3937,1,Nureha,Log Horizon,2,1,2
0wvmqq,3922,1,Misao Amari,Fate/Extra Last Encore,1,1,1
0wm994,3881,1,Jeanne Do Leblanc,High School Prodigies Have It Easy Even in Another World!,1,1,1
0wm4vb,1850,1,Noel Niihashi,BURN THE WITCH,2,46,2
0wmq60,1855,1,Popukar,Arknights,2,0,2
0wmv4q,3954,1,Vali Lucifer,High School DxD NEW,0,5,0
02lzvm,4003,1,Doppo Kunikida,Bungou Stray Dogs,2,95,2
02fwk1,4009,1,Ms. Smith,Monster Musume no Iru Nichijou,1,15,1
029pht,2048,1,Toma Taiga,Dokyuu Hentai HxEros,4,1,4
02gh03,464,1,Cutthroat,Akudama Drive,2,25,2
02r5g8,3982,1,Histoire,Hyperdimension Neptunia,0,3,0
02prsj,4004,1,Sabito,Demon Slayer: Kimetsu no Yaiba,2,193,2
024l3c,3954,1,Rinko Koujiro,Sword Art Online: Alicization,1,1,1
024b6j,3882,1,Corone Dola,No Game No Life: Zero,2,6,2
024h36,3866,1,Manaka Sajyou,Fate/Prototype,2,1,2
02zh9x,3824,1,Akaneya Ichimonjinosuke,Log Horizon,2,0,2
02jcsx,3851,1,Ishtar,Fate/Grand Order,2,396,2
0216cl,3949,1,Roderic,Log Horizon,1,0,1
0217vc,3883,1,Gilles de Rais,Fate/Zero,2,4,2
0213nf,3824,1,Eldrie Synthesis Thirty-One,Sword Art Online: Alicization,3,1,3
0h7pfv,3949,1,Saber (Alter),Fate/stay night: Heaven's Feel II. lost butterfly,4,274,4
02wzxm,485,1,Lizbet Crown,Warlords of Sigrdrifa,3,1,3
02w5qd,3786,1,Teruko,Demon Slayer: Kimetsu no Yaiba,4,2,4
02w5mt,3934,1,Yuuna,A Sister's All You Need,0,1,0
022dhb,3938,1,Yasuhiro Hagakure,Danganronpa: The Animation,4,13,4
022jrk,3878,1,Komugi,Hunter x Hunter (2011),2,53,2
022j4x,3906,1,Bercouli,Sword Art Online: Alicization,4,17,4
0220vw,2632,1,Blueberry,Tower of God,1,3,1
02hkfg,3888,1,Tokiomi Tohsaka,Fate/Zero,2,1,2
02hk38,2677,1,Guster,Maou Gakuin no Futekigousha,2,1,2
02qnbk,3931,1,Tivey Pearlbaton,Re:ZERO -Starting Life in Another World-,0,1,0
v767mm,3288,1,Kite,Hunter x Hunter,1,127,1
02qhvv,1387,1,Kirari Kawamura,Saekano: How to Raise a Boring Girlfriend Fine,2,1,2
02083z,3907,1,Truck-kun,Captain Tsubasa (2018),2,80,2
02v9v0,3915,1,Maria,Maria the Virgin Witch,4,1,4
0h7rtg,3904,1,Isaac,Log Horizon,4,1,4
0hcdqk,3964,1,Chisato Hasegawa,The Testament of Sister New Devil,2,40,2
0hcrfv,3865,1,Komugi,Hunter x Hunter (2011),3,53,3
0hcwnq,3911,1,Lana,Pokémon Sun & Moon,2,12,2
0hx3ls,3912,1,Dora,A Town Where You Live,2,1,2
0hxn6l,2707,1,Oh Seongjin,The God of High School,2,1,2
0hxv05,3979,1,Lala,Monster Musume no Iru Nichijou,2,15,2
0hs7bf,2844,1,Hoshimachi Suisei,Hololive: Holo no Graffiti,3,680,3
0hd4sn,1746,1,Blaze,Arknights,2,1,2
0hd4dv,2081,1,Typhon,Re:ZERO -Starting Life in Another World- Season 2,3,1,3
0htm6g,3975,1,Kyouko,Log Horizon 2,2,1,2
0hdb0m,4007,1,Matsu,Sekirei,2,2,2
0mx58z,3603,1,Ishtar,Fate/Grand Order,1,396,0
0hg0js,3918,1,Ryouko Kusakabe,Date a Live,0,1,0
0h3gd3,3834,1,Kanae Kochou,Demon Slayer: Kimetsu no Yaiba,4,84,4
0h3sjd,3949,1,Elsa Granhiert,Re:ZERO -Starting Life in Another World-,3,20,3
vlhb9q,3147,1,Saber,Fate/stay night,4,1285,1
0hrg8s,3856,1,Kite,Hunter x Hunter,2,127,2
0hrks8,1752,1,Ceobe,Arknights,1,1,1
0hpdp2,3900,1,Chachamaru,Demon Slayer: Kimetsu no Yaiba,2,24,2
0h4l78,3865,1,Minori,Log Horizon,0,1,0
0h4zf9,1257,1,Yugo,Yu-Gi-Oh! Arc-V,4,6,4
0h4pps,1980,1,Mercedes,Epic Seven,1,9,1
0hzz85,3872,1,Shiraho Sakuramairi,C³,2,0,2
0hnc67,3759,1,Senzaemon Nakiri,Food Wars! Shokugeki no Souma,1,1,1
0hntff,3852,1,Tyra,That Time I Got Reincarnated as a Slime,1,1,1
0hngz6,3204,1,IBN 5100,Steins;Gate 0,1,1,1
0hntg4,1828,1,Sora,Arknights,3,1,3
0hngzw,3804,1,Ruri,Dr. Stone,3,5,3
0hnkwj,2120,1,Kyouka,Princess Connect! Re: Dive,1,7,1
0hnvsg,3868,1,Benimaru,That Time I Got Reincarnated as a Slime,2,165,2
0hjs33,3764,1,Diancie,Pokémon: Diancie and the Cocoon of Destruction,1,6,1
0hj1wb,3918,1,Abnes,Hyperdimension Neptunia,2,1,2
0hj1hb,3802,1,Avicebron,Fate/Apocrypha,4,1,4
0hbsd8,1809,1,Crownslayer,Arknights,2,1,2
0hbfqw,3870,1,Yamashiro,Azur Lane,2,1,2
0hbnt5,1835,1,Kefla,Dragon Ball Super,3,34,3
0hbj42,3869,1,Palm Siberia,Hunter x Hunter (2011),1,15,1
0h59sc,3835,1,Roe 2,Log Horizon 2,2,4,2
0h06c2,3698,1,Kanao Tsuyuri,Demon Slayer: Kimetsu no Yaiba,4,622,3
0hhph7,3908,1,Nyanta,Log Horizon,1,16,1
0hq6q3,3774,1,Arashi Nikaidou,Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne! Specials,3,1,3
0hql7v,2634,1,Commissioner R,The God of High School,2,3,2
0hql8r,3869,1,Raphiel Shiraha Ainsworth,Gabriel Dropout,3,16,3
0hqpjk,3929,1,Oklahoma,Azur Lane,2,0,2
0hqbw4,3873,1,Tetra,Log Horizon 2,2,12,2
0h0ct2,625,1,Mega Gengar,Pokémon XY: Mega Evolution,1,39,1
0hq06n,3725,1,Winry Rockbell,Fullmetal Alchemist,3,136,3
0h0g51,3815,1,Kanae Kochou,Demon Slayer: Kimetsu no Yaiba,3,84,3
0h0tx3,3780,1,Naomi Misora,Death Note,2,14,2
0h0hr6,3901,1,Kotori Mizuki,Yu-Gi-Oh! Zexal,2,2,2
0hvmvw,3910,1,Akeno Himejima,High School DxD,4,2363,1
0hmfq2,3845,1,Satella,Re:ZERO -Starting Life in Another World-,3,47,3
v2cwlp,2298,1,Pain,Naruto Shippuden,2,376,2
0q6869,3793,1,Potclean,Hunter x Hunter (2011),2,2,2
0qtm3c,3821,1,Undertaker,Black Butler,2,269,2
0q6hp0,992,1,Laevatein,Fire Emblem Heroes,1,4,1
0q605b,3881,1,Yuki-Onna,Nura: Rise of the Youkai Clan - Demon Capital,3,8,3
0qxsqf,3919,1,Shigure,Azur Lane,0,0,0
