code,number,edition,character,series,quality,wishlists,dropQuality
q4xw8d,6052,1,Kaede Honjou,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",0,8,0
q4xwl9,6289,1,Ai,Yu-Gi-Oh! VRAINS,2,5,2
qzb2tf,430,1,Passionlip,Fate/EXTRA CCC,2,90,2
qjdtb7,5951,1,Ushiwakamaru,Fate/Grand Order,1,48,1
0tqrf6,4906,1,Archer,Fate/stay night,2,158,2
q489f5,6273,1,Yuya Sakaki,Yu-Gi-Oh! Arc-V,2,29,2
vqhtpz,2078,1,Saber,Fate/stay night,4,1285,3
q4lx4b,6168,1,Nene Saikyou,Chivalry of a Failed Knight,1,3,1
q4l96d,168,1,Auxiliary Lots,Epic Seven,2,0,2
q4lqpm,6248,1,Yukio Okumura,Blue Exorcist,3,28,3
q49dgl,6120,1,Liz,The Seven Deadly Sins,2,1,2
q4n28r,6174,1,Misa Takayama,Log Horizon,2,2,2
q4j73q,6179,1,Anos Voldigoad,Maou Gakuin no Futekigousha,2,324,2
q4j7p9,6145,1,Megumi Tokoro,"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV",3,1,3
q4b8rs,6170,1,Kaya Irimi,Tokyo Ghoul,2,2,2
q4b4zk,6206,1,Mitis,Cautious Hero: The Hero Is Overpowered but Overly Cautious,2,1,2
q4b4nl,6253,1,Faris Nyannyan,Steins;Gate,0,37,0
q45667,6144,1,Barry the Chopper,Fullmetal Alchemist,2,4,2
q454bd,1693,1,Ines,Arknights,1,0,1
q4klsf,6134,1,Lusamine,Pokémon Sun & Moon,2,21,2
q4wlbj,129,1,Inigo,Fire Emblem Awakening,1,7,1
q428ql,6228,1,Ai Hayasaka,Kaguya-sama: Love Is War,1,932,1
q428q9,6047,1,Shirley,Fate/Zero 2,1,1,1
q4h0wg,6170,1,Henrietta,Log Horizon,2,1,2
q4vfwp,6080,1,Serafall Leviathan,High School DxD NEW,0,6,0
q4m0mk,3280,1,Female Corrin,Fire Emblem Fates,1,62,1
3wdx3,1134,1,Saber,Fate/stay night,4,1285,2
qzx9tk,6267,1,Ash's Charizard,Pokémon,3,25,3
qzfwxp,6066,1,Sachi,Sword Art Online,0,13,0
qzf082,6147,1,Shin Wolford,Wise Man's Grandchild,3,13,3
qz9xx9,5481,1,Time Machine,Steins;Gate 0,2,1,2
qz9pd3,6057,1,Ayanami,Azur Lane,1,1,1
0fnzcz,4884,1,Hajime Nagumo,Arifureta: From Commonplace to World's Strongest,2,114,2
qz3ptt,86,1,Martial Artist Ken,Epic Seven,3,1,3
qz35sp,5787,1,Dred,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",2,1,2
qzp3qf,4360,1,Great Rabbit,Re:ZERO -Starting Life in Another World- Season 2,2,3,2
qz4mlq,531,1,Renown,Azur Lane,1,1,1
09kjsq,3015,1,Housepet Tag,Kakegurui,4,3,4
qzjrh9,5861,1,Gel Banana,Steins;Gate,2,8,2
qz1ndj,6119,1,Kaori Shirasaki,Arifureta: From Commonplace to World's Strongest,2,16,2
qzjdfz,3988,1,Nian,Arknights,0,1,0
qz59vf,6131,1,Envy,Fullmetal Alchemist,3,43,3
qzh9md,6035,1,Garou,One-Punch Man 2,1,319,1
qzqrmj,6042,1,Umoto Arte Marves,Log Horizon,0,1,0
qz0n3c,6014,1,Jun Shiomi,Food Wars! Shokugeki no Souma,3,2,3
q1ltj4,473,1,Houston,Azur Lane,2,1,2
q13hdb,1620,1,Takada,Jujutsu Kaisen,3,1,3
q1r7gb,5968,1,Gladion's Silvally,Pokémon Sun & Moon,4,5,4
q1rpl0,46,1,Celestial Mercedes,Epic Seven,2,2,2
q14dn7,205,1,Un,Show by Rock!!,2,1,2
q15pkg,5922,1,Farmer,Dragon Ball Z,2,9,2
q152bp,863,1,Elemental Hero Neos,Yu-Gi-Oh! GX,1,14,1
q152kx,1566,1,Mana Nakiri,Food Wars! The Fifth Plate,2,2,2
qn696m,6236,1,Elizabeth von Coral,Wise Man's Grandchild,2,1,2
qn83bz,6172,1,Seishirou Tsugumi,Nisekoi,2,80,2
qng0rd,6115,1,Nico Robin,One Piece,0,2298,0
0n60nr,4292,1,Genos,One-Punch Man,3,357,3
qwbmv4,24,1,Mia Karnstein,Code Vein,4,9,1
qnzvh1,319,1,Io,Code Vein,3,24,3
01dt71,2293,1,Ningguang,Genshin Impact,1,297,1
qn2148,5924,1,Myu,Arifureta: From Commonplace to World's Strongest,1,25,1
qj65ks,119,1,Shabobon,Show by Rock!!#,2,1,2
qjd6n0,280,1,Io,Code Vein,4,24,3
qjlvv2,5819,1,Kaede Honjou,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",4,8,4
qjfjsp,6069,1,Ai,Yu-Gi-Oh! VRAINS,2,5,2
qj25t0,84,1,Kamazo,One Piece,1,1,1
qbzcbk,1374,1,Shiou Kou,Food Wars! The Fifth Plate,2,0,2
q58fc5,6000,1,Iris,Battle Girl High School,1,0,1
q58v8h,5845,1,Berta,Food Wars! The Third Plate: Totsuki Train Arc,2,1,2
q5lt9q,5933,1,Rinko Koujiro,Sword Art Online: Alicization,3,1,3
q5lgkw,5794,1,Suzuha Amane,Steins;Gate,1,48,1
q55xh4,5806,1,Tetsu Ushio,Yu-Gi-Oh! 5D's,2,0,2
q5w3cg,3100,1,Ray Akaba,Yu-Gi-Oh! Arc-V,2,1,2
q5hkvb,5730,1,Fusou,Azur Lane,1,1,1
q5mx1r,2575,1,Juzo Biwa,Naruto Shippuden,2,1,2
qkq974,5680,1,Monkey D. Garp,One Piece,4,76,4
qkqjpw,5815,1,Saiko Akamine,11eyes,4,1,4
qk0tm5,3689,1,Beehunter,Arknights,3,1,3
0d8t4d,5172,1,Leorio Paladiknight,Hunter x Hunter,3,250,3
qwgx68,4765,1,Neopolitan,RWBY,1,77,1
qwrqd5,5643,1,Ishtar,Fate/Grand Order,2,396,2
qwnhjl,5729,1,Rio Kamishiro,Yu-Gi-Oh! Zexal,1,3,1
qwjv7z,25,1,Chikama Yashiro,Adachi to Shimamura,4,3,4
qwvqt7,4230,1,Kotone Shirakawa,Overflow,2,366,2
qwvwjq,5799,1,Arfoire,Hyperdimension Neptunia,2,1,2
qwvqtr,5616,1,Observer,Azur Lane,3,1,3
q2c9m6,5626,1,Kurome,Akame ga Kill!,3,50,3
q2xz6z,3902,1,Bismarck,Azur Lane,0,5,0
q29vbs,5674,1,Gittarackur,Hunter x Hunter,3,4,3
q2wxph,883,1,Iori Fujimura,Yumeiro Cast,4,1,4
q2wrpb,5594,1,Vert,Hyperdimension Neptunia,2,15,2
q2wrp2,3760,1,Elena,Epic Seven,0,1,0
q22pm4,5692,1,Nae Tennouji,Steins;Gate,1,6,1
q2v7b4,27,1,Tamase Miki,Muv-Luv,2,1,2
q2vqxp,5591,1,Shishito,Hunter x Hunter (2011),1,1,1
q2mf0h,5642,1,Cob Portaport,Black Clover,1,1,1
qhd3c8,4758,1,White Sister Rom,Hyperdimension Neptunia,3,7,3
qh39k6,5541,1,Rin Tohsaka,Fate/stay night,2,1365,2
qqxq9r,5571,1,Azusa Nakano,K-On!,0,141,0
qqs18l,4297,1,Rose,Elsword,1,1,1
09lpmr,4782,1,Sora,No Game No Life,1,280,1
qqfjvb,5606,1,Piccolo,Dragon Ball,4,108,4
qq92kq,5347,1,Alice Rondo,That Time I Got Reincarnated as a Slime,0,1,0
qq5f73,5620,1,Charme,Food Wars! The Third Plate: Totsuki Train Arc,4,1,4
qq2wmn,4433,1,Tsunomaki Watame,Hololive: Holo no Graffiti,1,123,1
q0dl1v,5485,1,Momo Akanegakubo,Food Wars! Toutsuki Juukketsu,2,2,2
q0jgss,3698,1,Great Rabbit,Re:ZERO -Starting Life in Another World- Season 2,2,3,2
q0q626,5470,1,Sonoka Kikuchi,Food Wars! The Second Plate,2,1,2
q00pwr,5452,1,Gido,Hunter x Hunter,2,1,2
qvfrl4,3362,1,Silence,Arknights,0,1,0
qvgqtw,5324,1,Marielle,Log Horizon,2,6,2
qvgqfd,2140,1,Mega Absol,Pokémon XY: Mega Evolution,2,13,2
qv32mh,185,1,Rinne Sonogami,Date A Live: Rinne Utopia,2,8,2
qvnmj2,2211,1,Mega Salamence,Pokémon XY: Mega Evolution,2,1,2
qv0kxl,5481,1,Glycyrrhizic Acid Dipotassium,Eye Drops Episode 0,2,1,2
qv0kxg,5471,1,Azriel,No Game No Life: Zero,0,5,0
qm4w7t,5492,1,Tohru,Miss Kobayashi's Dragon Maid,0,563,0
qvm3ps,5435,1,Itsuki Kawasumi,The Rising of the Shield Hero,4,1,4
qvm0fl,5331,1,Jeanne d'Arc,Fate/Apocrypha,2,180,2
qm33dw,4385,1,Dark Sakura,Fate/stay night: Heaven's Feel II. lost butterfly,1,93,1
qmv7k7,840,1,Urara Toyofusa,I Tried Asking In Dogeza,2,1,2
qmvvlb,5294,1,Takeru Homura,Yu-Gi-Oh! VRAINS,4,2,4
0czrmb,5467,1,Gauche Adlai,Black Clover,0,7,0
0chdxc,517,1,Ginko Habashiri,"DANKIRA!!! - Boys, be DANCING!",2,1,2
0cvrq6,5337,1,Moeka Kiryuu,Steins;Gate,1,20,1
0689hg,5184,1,Dorothy Unsworth,Black Clover,2,12,2
06rhhp,2640,1,Ruri Kurosaki,Yu-Gi-Oh! Arc-V,1,1,1
064z7z,5276,1,Ikumi Mito,Food Wars! Shokugeki no Souma,2,49,2
06573q,3904,1,Ray Gransdori,Maou Gakuin no Futekigousha,2,3,2
06wd69,5209,1,Phosphophyllite,Land of the Lustrous PV,2,214,2
062vr9,415,1,Dino Albani,HELIOS Rising Heroes,1,12,1
g9kdj,1138,1,Alice Nakiri,Food Wars! Shokugeki no Souma,2,165,2
0xtw0c,5236,1,Shizuku Yaegashi,Arifureta: From Commonplace to World's Strongest,2,10,2
0xtw0h,46,1,Troop Dragon,Yu-Gi-Oh! GX,1,0,1
0x8xxv,5252,1,Nureha,Log Horizon,2,1,2
0x8x7l,427,1,Ginko Habashiri,"DANKIRA!!! - Boys, be DANCING!",1,1,1
0x8z1p,2377,1,Hina Satou,The Day I Became a God,3,23,3
0x9qcp,45,1,Gravekeeper's Assailant,Yu-Gi-Oh! GX,3,1,3
0xr932,2639,1,Reiji Akaba,Yu-Gi-Oh! Arc-V,3,4,3
0xp79r,5238,1,Malty S Melromarc,The Rising of the Shield Hero,0,14,0
0xj9vt,24,1,"Scarr, Scout of Dark World",Yu-Gi-Oh! GX,0,0,0
0xvfzc,5272,1,Unicorn,Azur Lane,1,3,1
0xv26w,4637,1,Serena,Yu-Gi-Oh! Arc-V,2,1,2
055vkn,4056,1,Saber,Fate/stay night,4,1285,2
0xm4gk,5270,1,Chris,KonoSuba: God's blessing on this wonderful world!,2,13,2
0scb23,759,1,Kento Nanami,Jujutsu Kaisen,4,1572,2
0s7j4f,5268,1,Ash's Oshawott,Pokémon: White - Victini and Zekrom,2,28,2
0strlw,5238,1,Sae Chabashira,Classroom of the Elite,3,25,3
0slwvr,1884,1,Mega Scizor,Pokémon XY: Mega Evolution,3,1,3
0snblb,5166,1,Elissa,Log Horizon,3,0,3
0sw88f,5197,1,Canary,Hunter x Hunter,4,16,4
0s2331,5157,1,Maruo Nakano,The Quintessential Quintuplets,4,4,4
0s0m51,5117,1,Squirtle,Pokémon,1,35,1
0sv809,5077,1,Ash's Snivy,Pokémon: Genesect and the Legend Awakened,3,6,3
0d4r9j,2848,1,Presa,Tales of Xillia,2,1,2
0d4zpj,5239,1,Mimi Pearlbaton,Re:ZERO -Starting Life in Another World-,0,1,0
0d02vl,5089,1,Salmon-chan,Salmon-chan,0,3,0
07zdtz,2318,1,Suguru Getou,Jujutsu Kaisen,0,1330,0
07jfqt,273,1,Futaba Kitakami,Virtual-san Looking,2,1,2
07bc0j,5075,1,Azriel,No Game No Life: Zero,3,5,3
072718,4994,1,Tatsuya Shiba,The Irregular at Magic High School,2,135,2
07vmgh,5183,1,Kotoko Utsugi,Danganronpa Another Episode: Ultra Despair Girls,2,13,2
07m4cz,388,1,Amnesia,Wandering Witch: The Journey of Elaina,1,2,1
07mkv2,3675,1,Zepes Indu,Maou Gakuin no Futekigousha,2,1,2
0tx94w,4969,1,Shiranui,Azur Lane,1,1,1
0tf3k8,4972,1,Rigurd,That Time I Got Reincarnated as a Slime,0,4,0
0t9v9c,443,1,Ling Ling,Game of Dice,2,1,2
0tg10t,4937,1,Tenshinhan,Dragon Ball Z,4,4,4
0tghc1,4979,1,Gridley,Azur Lane,0,0,0
0t3fr7,3178,1,Shun Kuribayashi,"Kanojo, Okarishimasu",2,1,2
0trg94,4950,1,Shizue,Re:Stage! Dream Days,2,0,2
0tjsb6,362,1,Selena's Father,Wandering Witch: The Journey of Elaina,2,1,2
0tj1nw,3768,1,Emilia Ludowell,Maou Gakuin no Futekigousha,2,1,2
0t5t7j,4918,1,Nazuna,Log Horizon,2,2,2
0t5j6r,200,1,Toshitoku Satou,The Day I Became a God,2,1,2
0tkxd3,99,1,Valkyrie Erste,Yu-Gi-Oh! Duel Monsters,1,0,1
0t2wjn,5006,1,Kanon Matsubara,BanG Dream!,0,32,0
0tqt8g,4959,1,Walter,Black Clover,2,1,2
0t0zhb,3723,1,Ivis Necron,Maou Gakuin no Futekigousha,1,1,1
0tml23,4910,1,Mito Hanyuuda,Tokyo 7th Sisters: Seventh Haven,3,2,3
0tm4q1,155,1,Iori Yamato,Virtual-san Looking,4,1,4
0tmknn,4927,1,Eishi Tsukasa,Food Wars! Toutsuki Juukketsu,2,16,2
08ccds,4838,1,Cookie,Hunter x Hunter (2011),0,1,0
08chhh,5005,1,Akatsuki,Log Horizon,1,85,1
086grw,2810,1,Bison,Arknights,4,0,4
086n32,488,1,Saiba Asahi,Food Wars! The Fifth Plate,4,7,4
08xd0g,4845,1,Gakushu Asano,Assassination Classroom,4,4,4
0838br,2799,1,Wei Yenwu,Arknights,2,1,2
083858,4957,1,Litia,When Supernatural Battles Became Commonplace,3,1,3
08z957,4957,1,Ryouta Suzui,Kakegurui,1,14,1
081j65,4805,1,Cygnet,Azur Lane,1,1,1
08ndk7,949,1,Premiere,Sword Art Online: Hollow Realization,4,2,4
08nhvl,5005,1,Ranko Kanzaki,The iDOLM@STER: Cinderella Girls,2,10,2
08jfj5,4936,1,Luna,KonoSuba: God's blessing on this wonderful world!,1,2,1
08jf54,4639,1,Maple,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",2,239,2
0lst6m,4866,1,Hideyoshi Nagachika,Tokyo Ghoul,3,77,3
08b2hb,4896,1,Misato Manaka,The iDOLM@STER: Cinderella Girls Theater 3rd Season,2,1,2
08mfn6,4908,1,Augustus Kira Clover XIII,Black Clover,1,1,1
0lc8nw,4857,1,Nonna Zell,No Game No Life: Zero,2,3,2
0lcbvs,4957,1,Plutia,Hyperdimension Neptunia,3,16,3
0l6g9z,4921,1,Scar,Sunday Without God,2,1,2
0ld1ws,5057,1,Eri,My Hero Academia 4,2,194,2
0ldwq5,4934,1,Tenten,Naruto,2,51,2
0wwf38,3948,1,Saber,Fate/stay night,4,1285,2
0l7ztq,4828,1,Zushi,Hunter x Hunter,2,6,2
0llhzm,4788,1,Prinz Eugen,Azur Lane,3,9,3
0lzpw2,49,1,Brad Beams,HELIOS Rising Heroes,3,4,3
0l1m37,4978,1,Ruka Urushibara,Steins;Gate,3,99,3
0lj61z,4783,1,Sayu Tsukisaka,Re:Stage! Dream Days,2,1,2
0lj88z,3670,1,Komako Semenovich,Shoujo Ramune,3,38,3
0l52fm,4818,1,Satella,Re:ZERO -Starting Life in Another World-,1,47,1
0lkpnz,3577,1,Fiona,Lapis Re:LiGHTs,2,1,2
0lkvfq,24,1,Kento Tsubaki,"DANKIRA!!! - Boys, be DANCING!",3,1,3
0lwb6h,4933,1,Kiyohime,Fate/Grand Order,2,17,2
0lh73w,4794,1,Kurami Zell,No Game No Life,1,14,1
0l0qdp,96,1,Rei Mikuni,Collar X Malice,3,1,3
0lv3b8,25,1,Himura,Uta no Prince-sama: Maji Love 1000%,1,1,1
v604f7,3520,1,Schwi Dola,No Game No Life: Zero,1,139,1
0fttf0,4024,1,PhoneWave,Steins;Gate 0,2,2,2
0ft35w,4775,1,Mana Misonoo,Tokyo 7th Sisters: Seventh Haven,2,1,2
0ftn91,4990,1,August,Didn't I Say to Make My Abilities Average in the Next Life?!,1,0,1
0f3s9w,340,1,Monarch,Food Wars! The Fifth Plate,2,1,2
0f3sg0,4761,1,Ayako Mitsuzuri,Fate/stay night,1,1,1
09kjxh,259,1,Maturite,Food Wars! The Fifth Plate,1,0,1
0frjxt,4817,1,Arizona,Azur Lane,3,0,3
0f4gn9,2727,1,Fischl,Genshin Impact,4,371,3
0f4gn1,2596,1,Makoto,Princess Connect! Re: Dive,1,13,1
0fk3bv,4993,1,Toda,Magical Girl Spec-Ops Asuka,1,0,1
0fknq8,4802,1,Hibiki Sakura,How Heavy Are the Dumbbells You Lift?,3,37,3
0fhsbr,4619,1,Linel Synthesis Twenty-Eight,Sword Art Online: Alicization,1,1,1
xrs4n,647,1,Dark Sakura,Fate/stay night: Heaven's Feel II. lost butterfly,4,93,2
0fqpp3,4815,1,Gilgamesh (Caster),Fate/Grand Order,2,131,2
0fv4sr,169,1,Sodia,Tales of Vesperia,2,1,2
0fm06s,4605,1,Markus,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",2,1,2
09cd90,4730,1,Pinako Rockbell,Fullmetal Alchemist,3,3,3
09c2vq,4724,1,Odd Vorak,Fate/Zero 2,3,1,3
09906c,4712,1,Claude Faustus,Black Butler II,4,18,4
09ggn7,2627,1,Blaze,Arknights,3,1,3
09g4nl,4774,1,Noire,Hyperdimension Neptunia,2,36,2
09ghrk,4710,1,Hime Meika,Rerulili: Special Girl,2,1,2
094k6t,3075,1,Ames,Princess Connect! Re: Dive,2,1,2
09b97s,4681,1,Nonna Zell,No Game No Life: Zero,1,3,1
09zbjq,1875,1,Sothe,Fire Emblem: Path of Radiance,0,3,0
0910x1,3489,1,Kanon,Maou Gakuin no Futekigousha,2,2,2
09nnq6,3459,1,Krut Ludowell,Maou Gakuin no Futekigousha,3,1,3
09nwdp,4673,1,Terunori Kuga,Food Wars! Toutsuki Juukketsu,2,5,2
09nhz0,4785,1,Ms. Smith,Monster Musume no Iru Nichijou,1,15,1
09bdnv,1962,1,Kaname Arisugawa,Tonikaku Kawaii,1,6,1
09bbd5,4799,1,Tio Klarus,Arifureta: From Commonplace to World's Strongest,2,32,2
095x9m,4767,1,Franklin,Hunter x Hunter,3,12,3
095vhv,3860,1,White Sister Rom,Hyperdimension Neptunia,4,7,4
0gtbv4,248,1,Saiba Asahi,Food Wars! The Fifth Plate,4,7,4
090nlf,4622,1,Leonora Nakiri,Food Wars! The Second Plate,2,3,2
0902wd,4706,1,Sanji,One Piece,3,2172,3
09vfp0,1493,1,Mega Glalie,Pokémon XY: Mega Evolution,2,1,2
09md70,4797,1,Hajime Nagumo,Arifureta: From Commonplace to World's Strongest,3,114,3
0g6fhl,4619,1,Tatsuko Gakumazawa,Fate/kaleid liner PRISMA ILLYA,3,1,3
5jl0t,589,1,Ram,Re:ZERO -Starting Life in Another World-,4,663,1
0gsv60,4663,1,Nanase Hagiwara,Irodorimidori: Sayonara Freeway,2,1,2
0gdqff,4569,1,Sally,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",2,49,2
0g76n6,4632,1,Ryutarou Sakagami,Arifureta: From Commonplace to World's Strongest,1,1,1
0g7jv7,1417,1,Mega Slowbro,Pokémon XY: Mega Evolution,1,2,1
0gtfj1,4539,1,Kasumi,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",1,14,1
0gtfjn,3739,1,Purple Heart,Hyperdimension Neptunia,4,62,4
0gl3zq,83,1,Pierce Ryuji,Urusei Yatsura,2,0,2
0g4fs1,4728,1,Hibana,Fire Force,3,264,3
0g4m4x,2535,1,Chika,Princess Connect! Re: Dive,2,1,2
0gz7xs,4729,1,Izumi Murata,Two Car,3,0,3
0gz9vv,4703,1,Sai,Naruto Shippuden,4,14,4
0g5vr3,188,1,Tommy Revolver,Food Wars! The Fifth Plate,4,1,4
0gkb82,4719,1,Quinella,Sword Art Online: Alicization,2,51,2
0gw848,4676,1,Licht,Black Clover,0,10,0
0g2mvr,4674,1,Yuki-Onna,Nura: Rise of the Youkai Clan - Demon Capital,2,8,2
0gh7m7,4712,1,Nao Sadatsuka,Food Wars! Shokugeki no Souma,4,1,4
0gh0sz,4724,1,Raphiel Shiraha Ainsworth,Gabriel Dropout,2,16,2
0gqzkq,4599,1,En Ringard,Black Clover,3,2,3
03sgbw,4400,1,Khun Aguero Agnis,Tower of God,2,244,2
037fpw,4605,1,Yui Ootsuki,The iDOLM@STER: Cinderella Girls,1,1,1
037gv2,4586,1,Rebecca Scarlet,Black Clover,2,2,2
037wkv,4616,1,Thomas the Tank Slime,gdgd men's party,3,56,3
037mhg,4672,1,Anonydeath,Hyperdimension Neptunia,3,1,3
03t8p2,4568,1,Tet,No Game No Life,0,51,0
03lj8d,4667,1,Melida Angel,Assassins Pride,2,24,2
03ljlm,3747,1,Green Heart,Hyperdimension Neptunia,0,19,0
039q4v,39,1,Bedivere,Divine Gate,4,0,4
03g4vt,2547,1,GreyThroat,Arknights,0,1,0
033cpb,4585,1,Kyouka Fujibayashi,The Irregular at Magic High School,1,4,1
033nfp,4709,1,Histoire,Hyperdimension Neptunia,2,3,2
03rpf5,2441,1,La Signora,Genshin Impact,4,105,3
03rzn7,4548,1,Kurono Shinguuji,Chivalry of a Failed Knight,3,1,3
03pskc,687,1,Lievre,Sword Art Online: Fatal Bullet,2,1,2
03pgk8,4760,1,Gauche Adlai,Black Clover,2,7,2
035p1d,4578,1,Greninja,Pokémon XY,2,14,2
03kxbd,4673,1,Tio Klarus,Arifureta: From Commonplace to World's Strongest,2,32,2
03k2h6,2524,1,Taek Jegal,The God of High School,1,7,1
03w6r7,4630,1,Gardevoir,Pokémon: Diamond & Pearl,2,34,2
03wbxk,4683,1,Tatsumaki,One-Punch Man,3,465,3
03wb79,4539,1,Magna Swing,Black Clover,1,20,1
03wbsv,2593,1,Grani,Arknights,2,1,2
032xxj,3308,1,Ayane Shirakawa,Overflow,1,593,1
032xdd,4701,1,Ram,Re:ZERO -Starting Life in Another World-,4,663,4
0zgp4h,4222,1,Irisviel von Einzbern,Fate/Zero,3,28,3
03v79n,4599,1,Mei Hatsume,My Hero Academia 2,3,44,3
03mrnz,4502,1,Tanjirou Kamado,Demon Slayer: Kimetsu no Yaiba,4,5514,3
0rc1pt,4577,1,Kanami,Log Horizon,1,1,1
0rck45,4397,1,LAYER,BanG Dream!,2,6,2
0r6s0g,4655,1,Beatrice,Re:ZERO -Starting Life in Another World-,2,153,2
0r63w6,4571,1,Megumi Tokoro,"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV",2,1,2
0r6mh0,4620,1,Yasaka,High School DxD Hero,2,9,2
0rx5v5,4583,1,Mii Fujibakama,Date a Live,3,2,3
0rfvgr,4477,1,Marcela,Didn't I Say to Make My Abilities Average in the Next Life?!,3,1,3
0rfvg4,4584,1,Iori Minase,The iDOLM@STER: Xenoglossia,2,8,2
0r9d7w,4645,1,Mariella,Black Clover,0,1,0
0rgjrz,4608,1,Shanks,One Piece,4,773,4
0pvtx3,4442,1,Kirei Kotomine,Fate/stay night,2,36,2
0r3gl6,4526,1,Akari Mirai,Virtual-san Looking,2,1,2
0rp7n6,4331,1,Payne,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",2,2,2
0rp1fx,2919,1,Arue,KonoSuba: God's blessing on this wonderful world! Legend of Crimson,2,2,2
0rzbqz,4588,1,Saber,Fate/Prototype,4,23,4
0r1sj5,4550,1,Wolbach,KonoSuba: God's blessing on this wonderful world! 2,3,2,3
0jtwg8,4219,1,Yuri Nakamura,Angel Beats!,4,18,4
0zg9fb,4315,1,Lancer,Fate/stay night,3,81,3
0r0prt,4565,1,Dratini,Pokémon,3,4,3
0rm8ns,4560,1,Sanae Hououin,Keijo!!!!!!!!,2,1,2
0rmr81,4591,1,Laffey,Azur Lane,2,8,2
0p6ns9,4481,1,Iruka Umino,Naruto,2,7,2
0pxnmg,2424,1,Mo Fei,Yao Jing Zhong Zhi Shou Ce,3,2,3
0pd9w9,4385,1,Eugeo,Sword Art Online: Alicization,3,214,3
0p9rbp,2843,1,Skadi Dragenfelt,Monster Girl Doctor,4,15,4
0pp8rk,4429,1,Yuna,Sword Art Online Movie: Ordinal Scale,2,35,2
0p49jn,992,1,Sister,Akudama Drive,2,1,2
v9zr17,2979,1,Shiro,No Game No Life,4,842,1
0p4k3m,4452,1,Ishtar,Is It Wrong to Try to Pick Up Girls in a Dungeon? II,0,3,0
0p4m68,278,1,Karen,New Game!,0,0,0
0pznkb,585,1,Zeliska,Sword Art Online: Fatal Bullet,3,4,3
0pzmm8,4522,1,Umaru Doma,Himouto! Umaru-chan,2,256,2
0p1lfl,3178,1,Zepes Indu,Maou Gakuin no Futekigousha,4,1,4
vrfh38,2895,1,Saber,Fate/stay night,4,1285,3
0p1q6k,4503,1,Jeanne d'Arc,Grimms Notes the Animation,1,1,1
0pnxg5,4522,1,Tapu Koko,Pokémon Sun & Moon,1,3,1
0pn437,4463,1,Mello,Death Note,3,69,3
0pnw0b,4534,1,Saber (Alter),Fate/stay night: Heaven's Feel II. lost butterfly,2,274,2
0jrcdr,4253,1,Rias Gremory,High School DxD,4,2887,2
0pjcnt,4486,1,Nichika Ubuyashiki,Demon Slayer: Kimetsu no Yaiba,1,2,1
0v56gw,3721,1,Kanna Kamui,Miss Kobayashi's Dragon Maid,4,958,4
0pjn3t,4485,1,Biscuit Krueger,Hunter x Hunter OVA 2: Greed Island,3,36,3
04cp36,4562,1,Ram,Re:ZERO -Starting Life in Another World-,4,663,2
0phwkz,4484,1,Rangiku Matsumoto,Bleach,0,316,0
0p09nd,4422,1,Leonardo,Log Horizon 2,0,1,0
0p0wlg,4530,1,Tadaomi Karasuma,Assassination Classroom,4,25,4
0b07lw,4131,1,Rintaro Okabe,Steins;Gate,2,366,2
0pvh58,4553,1,Lala,Monster Musume no Iru Nichijou,1,15,1
xjddd,1755,1,Emilia,Re:ZERO -Starting Life in Another World-,4,1269,2
046ss8,3326,1,Yu Mira,The God of High School,0,38,0
046lm1,4445,1,Ririka Momobami,Kakegurui,3,160,3
046fcn,4500,1,Yuki-Onna,Nura: Rise of the Youkai Clan - Demon Capital,3,8,3
04sx6h,4576,1,Natalia Kaminski,Fate/Zero 2,4,2,4
04rbj9,4564,1,Tsubaki Shinra,High School DxD,1,4,1
04rqjc,4448,1,Rider,Fate/Prototype,2,1,2
04pkn5,3281,1,Natsuiro Matsuri,Hololive: Holo no Graffiti,1,51,1
04p0ht,4467,1,Mami Nanami,"Kanojo, Okarishimasu",4,86,4
044g5b,4568,1,Riko Ebisawa,Food Wars! The Third Plate: Totsuki Train Arc,2,0,2
0441hs,4387,1,Sol Marron,Black Clover,0,3,0
0441ht,4537,1,Yami Sukehiro,Black Clover,4,830,4
04ztnd,4459,1,Albedo,Overlord,4,1599,1
04z304,3557,1,Black Heart,Hyperdimension Neptunia,2,29,2
04z3v4,2549,1,Aisha Necron,Maou Gakuin no Futekigousha,2,8,2
04zn9r,4434,1,Agil,Sword Art Online,1,5,1
041zpm,4489,1,Sala Shane,Charlotte,4,1,4
0kbfww,1949,1,Jean,Genshin Impact,2,301,2
04nkpz,4354,1,Mayuka Sanagi,Ange Vierge,0,1,0
04jg9m,4303,1,Xerneas,Pokémon: Diancie and the Cocoon of Destruction,0,11,0
04bg46,4453,1,Compa,Hyperdimension Neptunia,1,10,1
