"code","number","edition","character","series","quality","obtainedDate","obtainedTimestamp","burnValue","dye.code","dye.name","frame","morphed","trimmed","tag","alias","wishlists","fights","dropQuality","dropper","grabber","guild","worker.effort","worker.style","worker.purity","worker.grabber","worker.dropper","worker.quickness","worker.toughness","worker.vanity","worker.recoveryDate","worker.recoveryTimestamp"
"v26lb1b","3747","5","Oboro Tsukimigusa","SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist","2","Tue, 07 Nov 2023 00:58:49 GMT","1699318729282","44","","","","No","No","","","1","0","2","632803583586205729","632803583586205729","768148469667201054","24","F","S","S","S","A","F","D","",""
"v26wx0d","32428","2","Misae Sagara","Clannad","2","Mon, 06 Nov 2023 07:44:07 GMT","1699256647521","27","","","","No","No","","","4","0","2","632803583586205729","632803583586205729","768148469667201054","15","F","S","S","S","S","F","D","",""
"v26v0hn","18421","2","Lucius Fox","Batman: Gotham Knight","1","Sun, 05 Nov 2023 23:16:30 GMT","1699226190184","9","","","","No","No","","","1","0","1","632803583586205729","632803583586205729","768148469667201054","4","F","S","S","S","S","F","D","",""
"v2xs30d","4301","2","Joshua Berahia","BASTARD!! -Heavy Metal, Dark Fantasy-","2","Sun, 05 Nov 2023 19:21:15 GMT","1699212075935","24","","","","No","No","","","1","0","2","632803583586205729","632803583586205729","768148469667201054","15","F","S","S","S","A","F","D","",""
"v2dnp4d","18967","3","Chibi Chibi","Sailor Moon Sailor Stars","3","Thu, 02 Nov 2023 05:04:52 GMT","1698901492512","66","","","","No","No","","","2","0","3","632803583586205729","632803583586205729","768148469667201054","36","F","S","S","S","B","F","D","",""
"v276hkn","7892","4","Keiji Akaashi","Haikyuu!! Second Season","3","Wed, 01 Nov 2023 15:28:38 GMT","1698852518214","147","","","","No","No","","","141","0","3","632803583586205729","632803583586205729","768148469667201054","81","F","S","S","S","A","F","D","",""
"v272888","34135","2","Shadow","Ikebukuro West Gate Park","4","Tue, 31 Oct 2023 13:32:53 GMT","1698759173716","67","","","","No","No","","","1","0","4","632803583586205729","632803583586205729","768148469667201054","38","F","S","S","S","S","F","D","",""
"v2txknc","8942","2","Akane Senri","Rewrite","3","Tue, 31 Oct 2023 01:02:29 GMT","1698714149332","54","","","","No","No","","","1","0","3","632803583586205729","632803583586205729","768148469667201054","30","F","S","S","S","A","F","D","",""
"v2t0fkn","10522","4","Vlad III","Fate/Apocrypha","1","Sun, 29 Oct 2023 22:15:28 GMT","1698617728184","17","","","","No","No","","","2","0","1","632803583586205729","632803583586205729","768148469667201054","8","F","S","S","S","A","F","D","",""
"v28s4w2","8884","2","Eyvel","Fire Emblem: Thracia 776","2","Sun, 29 Oct 2023 17:15:14 GMT","1698599714000","26","","","","No","No","","","1","0","2","632803583586205729","632803583586205729","768148469667201054","15","F","S","S","S","A","F","D","",""
"v28p9l6","10870","2","Tsugaru Santa Maria","Busou Shinki: Armored War Goddess","1","Sun, 29 Oct 2023 05:23:41 GMT","1698557021010","9","","","","No","No","","","1","0","1","632803583586205729","632803583586205729","768148469667201054","4","F","S","S","S","A","F","D","",""
"v28jrhc","33098","2","Ein","High-Rise Invasion","2","Sat, 28 Oct 2023 22:20:07 GMT","1698531607262","38","","","","No","No","","","9","0","2","632803583586205729","632803583586205729","768148469667201054","23","F","S","S","S","A","F","D","",""
"v280ljm","12599","3","Elle Mel Marta","Tales of Xillia 2","3","Sat, 28 Oct 2023 15:35:17 GMT","1698507317524","50","","","","No","No","","","1","0","3","632803583586205729","632803583586205729","768148469667201054","28","F","S","S","S","B","F","D","",""
"v2l8876","3336","4","Kamome Kushima","Summer Pockets","2","Sat, 28 Oct 2023 01:33:57 GMT","1698456837282","48","","","","No","No","","","11","0","2","632803583586205729","632803583586205729","768148469667201054","26","F","S","S","S","A","F","D","",""
"v29zkwp","17529","2","Hulk","Marvel Disk Wars: The Avengers","4","Tue, 24 Oct 2023 20:06:59 GMT","1698178019116","163","","","","No","No","","","12","0","4","632803583586205729","632803583586205729","768148469667201054","83","F","S","S","S","C","F","D","",""
"v2902d0","58279","1","Kenny","Kedama no Gonjiro","0","Tue, 24 Oct 2023 06:11:35 GMT","1698127895927","2","","","","No","No","","","4","0","0","632803583586205729","632803583586205729","768148469667201054","1","F","S","S","S","B","F","D","",""
"v2gd075","3008","2","PA","Bocchi the Rock!","2","Tue, 24 Oct 2023 00:23:03 GMT","1698106983457","61","","","","No","No","","","87","0","2","632803583586205729","632803583586205729","768148469667201054","34","F","S","S","S","B","F","D","",""
"v2gh5qt","31469","2","Tae Ooto","Wonder Egg Priority","2","Mon, 23 Oct 2023 00:34:54 GMT","1698021294786","31","","","","No","No","","","2","0","2","632803583586205729","632803583586205729","768148469667201054","19","F","S","S","S","S","F","D","",""
"v23d82j","13934","3","Shinichi Kudo","Detective Conan","1","Sun, 22 Oct 2023 16:52:27 GMT","1697993547115","28","","","","No","No","","","119","0","1","632803583586205729","632803583586205729","768148469667201054","15","F","S","S","S","A","F","D","",""
"v2rjrk6","2604","2","Vueroeruko","Made in Abyss: The Golden City of the Scorching Sun","0","Fri, 20 Oct 2023 14:54:57 GMT","1697813697853","11","","","","No","No","","","43","0","0","632803583586205729","632803583586205729","768148469667201054","5","F","S","S","S","A","F","D","",""
"v2pxddv","57937","1","Boss","Akiba's Trip: The Animation","1","Thu, 19 Oct 2023 23:21:35 GMT","1697757695525","3","","","","No","No","","","1","0","1","632803583586205729","632803583586205729","768148469667201054","1","F","S","S","S","A","F","D","",""
"v2psbt3","6241","3","Imperialdramon (Dragon Mode)","Digimon Adventure 02","0","Thu, 19 Oct 2023 22:38:00 GMT","1697755080945","5","","","","No","No","","","1","0","0","632803583586205729","632803583586205729","768148469667201054","1","F","S","S","S","A","F","D","",""
"v2pj1kw","1820","2","Kimihito Kurusu","Monster Musume no Iru Nichijou","2","Thu, 19 Oct 2023 04:04:27 GMT","1697688267432","35","","","","No","No","","","3","0","2","632803583586205729","632803583586205729","768148469667201054","18","F","S","S","S","F","F","D","",""
"v24jhff","9019","4","Suzuha Amane","Steins;Gate","4","Tue, 17 Oct 2023 18:58:55 GMT","1697569135177","243","","","","No","No","","","47","0","4","632803583586205729","632803583586205729","768148469667201054","133","F","S","S","S","A","F","D","",""
"v24wkc4","11400","2","Sawa Sugimoto","Opera Girl!","2","Tue, 17 Oct 2023 15:59:28 GMT","1697558368522","19","","","","No","No","","","1","0","2","632803583586205729","632803583586205729","768148469667201054","13","F","S","S","S","S","F","D","",""
"v24qdvz","19567","3","Rokuta Kamado","Demon Slayer: Kimetsu no Yaiba","2","Tue, 17 Oct 2023 13:15:26 GMT","1697548526477","52","","","","No","No","","","5","0","2","632803583586205729","632803583586205729","768148469667201054","28","F","S","S","S","A","F","D","",""
"v2zdsz1","12260","3","Urumi Kanzaki","Great Teacher Onizuka","2","Tue, 17 Oct 2023 02:36:04 GMT","1697510164143","25","","","","No","No","","","16","0","2","632803583586205729","632803583586205729","768148469667201054","14","F","S","S","S","B","F","D","",""
"v21gbxf","8131","3","Darius Leoxses","Magi: The Kingdom of Magic","1","Sun, 15 Oct 2023 04:55:43 GMT","1697345743716","13","","","","No","No","","","1","0","1","632803583586205729","632803583586205729","768148469667201054","6","F","S","S","S","A","F","D","",""
"v21km13","822","5","Rusalka","Campfire Cooking in Another World with My Absurd Skill","0","Sat, 14 Oct 2023 16:50:17 GMT","1697302217080","12","","","","No","No","","","3","0","0","632803583586205729","632803583586205729","768148469667201054","8","F","S","S","S","A","F","C","",""
"v2nd9f6","33371","2","Miriam Hildegard von Gropius","Assault Lily BOUQUET","2","Sat, 14 Oct 2023 03:29:27 GMT","1697254167610","25","","","","No","No","","","2","0","2","632803583586205729","632803583586205729","768148469667201054","14","F","S","S","S","B","F","D","",""
"v2n4l39","7982","4","Rui Maita","The iDOLM@STER SideM","3","Fri, 13 Oct 2023 14:43:38 GMT","1697208218339","57","","","","No","No","","","1","0","3","632803583586205729","632803583586205729","768148469667201054","30","F","S","S","S","A","F","D","",""
"v2nw0l7","18447","3","Feris","Drugstore in Another World: The Slow Life of a Cheat Pharmacist","2","Fri, 13 Oct 2023 02:41:37 GMT","1697164897685","25","","","","No","No","","","1","0","2","632803583586205729","632803583586205729","768148469667201054","14","F","S","S","S","A","F","D","",""
"v2js23q","33650","2","Tiese Schtrinen","Sword Art Online: Alicization","3","Thu, 12 Oct 2023 16:52:59 GMT","1697129579279","73","","","","No","No","","","3","0","3","632803583586205729","632803583586205729","768148469667201054","39","F","S","S","S","A","F","D","",""
"v2jnqck","34254","2","Hatsu","Tower of God","2","Wed, 11 Oct 2023 22:22:16 GMT","1697062936501","42","","","","No","No","","","11","1","2","480776931629858823","480776931629858823","768148469667201054","23","F","S","F","F","S","D","D","",""
"v2jq4lc","3114","3","Kaori Shirasaki","Arifureta: From Commonplace to World's Strongest","2","Wed, 11 Oct 2023 14:37:05 GMT","1697035025504","49","","","","No","No","","","18","0","2","632803583586205729","632803583586205729","768148469667201054","26","F","S","S","S","A","F","D","",""
"bq8909","5043","2","Sanji","One Piece","0","Tue, 10 Oct 2023 17:15:01 GMT","1696958101921","21","","","","No","No","","","2116","0","0","","428421652741750786","776966021277024309","13","F","S","F","F","A","F","B","",""
"v2bq2sl","9802","4","Kyo Kusanagi","The King of Fighters '94","3","Tue, 10 Oct 2023 00:49:17 GMT","1696898957390","66","","","","No","No","","","8","0","3","632803583586205729","632803583586205729","768148469667201054","38","F","S","S","S","B","F","D","",""
"v2bqgq5","18503","3","Alexis Dawson","Banana Fish","1","Tue, 10 Oct 2023 00:19:13 GMT","1696897153133","8","","","","No","No","","","1","0","1","632803583586205729","632803583586205729","768148469667201054","4","F","S","S","S","S","F","D","",""
"v25642x","30685","2","Konata Izumi","Lucky Star","3","Mon, 09 Oct 2023 19:52:48 GMT","1696881168651","121","","","","No","No","","","99","0","3","632803583586205729","632803583586205729","768148469667201054","68","F","S","S","S","S","F","D","",""
"v25tzkd","21009","2","Shibisu","Tower of God","2","Mon, 09 Oct 2023 13:50:20 GMT","1696859420764","27","","","","No","No","","","5","0","2","632803583586205729","632803583586205729","768148469667201054","15","F","S","S","S","B","F","D","",""
"v25gqft","13841","3","Shun Imai","ODDTAXI","3","Mon, 09 Oct 2023 06:05:24 GMT","1696831524565","43","","","","No","No","","","7","0","3","632803583586205729","632803583586205729","768148469667201054","24","F","S","S","S","B","F","D","",""
"v253t17","2774","5","Oyuki","Urusei Yatsura","1","Mon, 09 Oct 2023 05:27:54 GMT","1696829274570","21","","","","No","No","","","3","0","1","632803583586205729","632803583586205729","768148469667201054","13","F","S","S","S","A","F","D","",""
"v2ktdfb","116","5","Mabel Crane","The Reincarnation of the Strongest Exorcist in Another World","2","Sun, 08 Oct 2023 01:25:02 GMT","1696728302188","57","","","","No","No","","","1","0","2","632803583586205729","632803583586205729","768148469667201054","38","F","S","S","S","A","F","A","",""
"v2kf23s","20768","2","Sonya","Fairy Tail Movie 2: Dragon Cry","1","Sat, 07 Oct 2023 21:49:20 GMT","1696715360220","12","","","","No","No","","","1","0","1","632803583586205729","632803583586205729","768148469667201054","6","F","S","S","S","A","F","D","",""
"v2w3n0p","20621","2","Merchant Guild's Receptionist","Tsukimichi: Moonlit Fantasy","1","Fri, 06 Oct 2023 05:07:02 GMT","1696568822101","8","","","","No","No","","","1","0","1","632803583586205729","632803583586205729","768148469667201054","4","F","S","S","S","A","F","D","",""
"v2wwqfl","10034","4","Kana Miyama","Place to Place","2","Thu, 05 Oct 2023 16:50:42 GMT","1696524642296","26","","","","No","No","","","1","0","2","632803583586205729","632803583586205729","768148469667201054","15","F","S","S","S","B","F","D","",""
"v2wqt6x","18452","3","Liang","Nanbaka","4","Thu, 05 Oct 2023 13:17:23 GMT","1696511843380","98","","","","No","No","","","3","0","4","632803583586205729","632803583586205729","768148469667201054","56","F","S","S","S","A","F","D","",""
"v2qx8d0","2803","5","Suzune Horikita","Classroom of the Elite","1","Mon, 02 Oct 2023 05:52:09 GMT","1696225929908","41","","","","No","No","","","320","0","1","632803583586205729","632803583586205729","768148469667201054","24","F","S","S","S","S","F","D","",""
"6hwcdq","4726","4","Boa Hancock","One Piece","3","Mon, 02 Oct 2023 00:17:57 GMT","1696205877839","176","","","","No","No","","","946","0","3","472441223869759498","722401862111854603","1054542240132907088","93","F","S","F","F","B","F","C","",""
"vv6h7jx","13234","3","Boa Hancock","One Piece","0","Mon, 02 Oct 2023 00:17:46 GMT","1696205866520","21","","","","No","No","","","946","0","0","722401862111854603","722401862111854603","1031810376448352300","10","F","S","F","F","S","F","D","",""
"v2q788s","57461","1","Shakuyaku","One Piece","1","Mon, 02 Oct 2023 00:16:48 GMT","1696205808937","7","","","","No","No","","","1","1","1","632803583586205729","632803583586205729","768148469667201054","4","F","S","S","S","S","D","D","",""
"v2vxk9s","1124","3","Aoshi Tokimitsu","Blue Lock","2","Thu, 28 Sep 2023 22:32:36 GMT","1695940356839","61","","","","No","No","","","9","0","2","632803583586205729","632803583586205729","768148469667201054","36","F","S","S","S","A","F","C","",""
"v2v7t4s","34330","2","Yuzuru Otonashi","Angel Beats!","2","Thu, 28 Sep 2023 18:59:48 GMT","1695927588778","38","","","","No","No","","","11","0","2","632803583586205729","632803583586205729","768148469667201054","23","F","S","S","S","A","F","D","",""
"v2v70h5","11159","2","X-Kira Finger Puppet","Death Note","3","Thu, 28 Sep 2023 18:24:10 GMT","1695925450809","52","","","","No","No","","","1","0","3","632803583586205729","632803583586205729","768148469667201054","28","F","S","S","S","B","F","D","",""
"v2vr141","24838","2","Mana Ryougi","Kara no Kyoukai: Mirai Fukuin - Extra Chorus","4","Thu, 28 Sep 2023 05:21:19 GMT","1695878479204","97","","","","No","No","","","2","0","4","632803583586205729","632803583586205729","768148469667201054","51","F","S","S","S","A","F","D","",""
"v2mdx8c","14714","3","Zagan","Magi: The Labyrinth of Magic","3","Wed, 27 Sep 2023 04:07:54 GMT","1695787674003","52","","","","No","No","","","1","0","3","632803583586205729","632803583586205729","768148469667201054","29","F","S","S","S","S","F","D","",""
"v2mb0t6","17944","2","Akari Akaza","Yuru Yuri","4","Tue, 26 Sep 2023 04:02:24 GMT","1695700944591","131","","","","No","No","","","17","0","4","632803583586205729","632803583586205729","768148469667201054","74","F","S","S","S","S","F","D","",""
"vhc30tf","20435","2","Gunha Sogiita","A Certain Scientific Railgun T","1","Sun, 24 Sep 2023 21:37:36 GMT","1695591456270","11","","","","No","No","","","7","0","1","632803583586205729","632803583586205729","768148469667201054","5","F","S","S","S","A","F","D","",""
"vhc30xp","18178","3","Asfi Al Andromeda","Is It Wrong to Try to Pick Up Girls in a Dungeon?","2","Sun, 24 Sep 2023 20:10:18 GMT","1695586218896","33","","","","No","No","","","3","0","2","632803583586205729","632803583586205729","768148469667201054","18","F","S","S","S","A","F","D","",""
"vhcq4hv","2700","5","Black Rabbit","Problem Children Are Coming from Another World, Aren't They?","2","Sun, 24 Sep 2023 02:11:18 GMT","1695521478701","56","","","","No","No","","","28","0","2","632803583586205729","632803583586205729","768148469667201054","33","F","S","S","S","S","F","D","",""
"vhcvf65","9116","3","Kalpas","Honkai Impact 3rd","3","Sun, 24 Sep 2023 00:31:02 GMT","1695515462297","94","","","","No","No","","","18","0","3","632803583586205729","632803583586205729","768148469667201054","53","F","S","S","S","S","F","D","",""
"vh66nv9","2876","5","Gawr Gura","Hololive EN","4","Sat, 23 Sep 2023 20:34:17 GMT","1695501257203","349","","","","No","No","","","2011","0","4","632803583586205729","632803583586205729","768148469667201054","195","F","S","S","S","B","F","D","",""
"vh6xvch","12645","3","Eyvel","Fire Emblem: Thracia 776","2","Sat, 23 Sep 2023 19:09:52 GMT","1695496192213","28","","","","No","No","","","1","0","2","632803583586205729","632803583586205729","768148469667201054","15","F","S","S","S","A","F","D","",""
"vh6pd2d","516","3","Serufu Yua","Do It Yourself!!","2","Sat, 23 Sep 2023 00:45:23 GMT","1695429923810","57","","","","No","No","","","22","0","2","632803583586205729","632803583586205729","768148469667201054","34","F","S","S","S","A","F","B","",""
"vh6j5fd","57107","1","Sarquiss","One Piece","1","Fri, 22 Sep 2023 18:36:56 GMT","1695407816662","5","","","","No","No","","","1","0","1","632803583586205729","632803583586205729","768148469667201054","1","F","S","S","S","S","F","D","",""
