"code","number","edition","character","series","quality","obtainedDate","obtainedTimestamp","burnValue","dye.code","dye.name","frame","morphed","trimmed","tag","alias","wishlists","fights","dropQuality","dropper","grabber","guild","worker.effort","worker.style","worker.purity","worker.grabber","worker.dropper","worker.quickness","worker.toughness","worker.vanity","worker.recoveryDate","worker.recoveryTimestamp"
"xxcv7b","4197","4","Altria Caster","Fate/Grand Order","2","Tue, 13 Dec 2022 04:18:18 GMT","1670905098655","59","","","","No","No","gifts","","50","0","2","393131628827770890","393131628827770890","730537558911484028","39","F","S","S","S","A","F","B","",""
"xx91jl","12862","3","Sortiliena Serlut","Sword Art Online: Alicization","1","Mon, 12 Dec 2022 18:10:53 GMT","1670868653930","19","","","","No","No","kobe","","8","0","1","393131628827770890","393131628827770890","730537558911484028","14","F","S","S","S","S","F","D","",""
"xxk6p6","11791","3","Kokoro Amamiya","Nijisanji","1","Mon, 12 Dec 2022 05:28:17 GMT","1670822897310","24","","","","No","No","kobe","","12","0","1","393131628827770890","393131628827770890","730537558911484028","15","F","S","S","S","A","F","C","",""
"x73974","7398","1","Norio Hotta","Slam Dunk","3","Thu, 08 Dec 2022 01:21:30 GMT","1670462490446","9","","","","No","No","slam","","0","0","3","393131628827770890","393131628827770890","730537558911484028","4","F","S","S","S","S","F","D","",""
"xtc0bz","12495","3","Russell","Combatants Will Be Dispatched!","1","Wed, 07 Dec 2022 04:22:41 GMT","1670386961795","15","","","","No","No","kobe","","1","0","1","393131628827770890","393131628827770890","730537558911484028","9","F","S","S","S","S","F","C","",""
"xtsgsj","39875","1","Steroid","Cells at Work! CODE BLACK!","3","Wed, 07 Dec 2022 02:17:01 GMT","1670379421414","16","","","","No","No","kobe","","0","0","3","393131628827770890","393131628827770890","730537558911484028","8","F","S","S","S","A","F","D","",""
"xt52rq","4449","4","Wingul","Tales of Xillia","1","Tue, 06 Dec 2022 04:28:21 GMT","1670300901066","12","","","","No","No","kobe","","1","0","1","393131628827770890","393131628827770890","730537558911484028","8","F","S","S","S","A","F","C","",""
"xt2s2f","45732","1","Houzuki","Otome Youkai Zakuro Picture Drama","1","Tue, 06 Dec 2022 01:58:02 GMT","1670291882359","1","","","","No","No","kobe","","1","0","1","393131628827770890","393131628827770890","730537558911484028","0","F","S","S","S","A","F","D","",""
"x8gh50","13221","1","Leclerc","Vivy: Fluorite Eye's Song","2","Mon, 05 Dec 2022 05:11:06 GMT","1670217066677","10","","","","No","No","kobe","","1","0","2","393131628827770890","393131628827770890","730537558911484028","6","F","S","S","S","S","F","D","",""
"x8301j","45517","1","Mario","Tiger & Bunny","2","Mon, 05 Dec 2022 04:12:02 GMT","1670213522966","1","","","","No","No","kobe","","0","0","2","393131628827770890","393131628827770890","880182304201396234","0","F","S","S","S","S","F","D","",""
"xgngfm","45196","1","Tenpei","Welcome to the Ballroom","2","Mon, 28 Nov 2022 19:51:42 GMT","1669665102347","1","","","","No","No","kobe","","1","0","2","393131628827770890","393131628827770890","880182304201396234","0","F","S","S","S","S","F","D","",""
"xgvzq1","17002","2","Mini Nobu Tank","Fate/Grand Order","2","Mon, 28 Nov 2022 08:17:17 GMT","1669623437558","28","","","","No","No","kobe","","1","0","2","393131628827770890","393131628827770890","880182304201396234","16","F","S","S","S","S","F","C","",""
"x457tn","9461","2","Mitsuyoshi Anzai","Slam Dunk","0","Tue, 22 Nov 2022 16:16:51 GMT","1669133811056","3","","","","No","No","slam","","9","0","0","393131628827770890","393131628827770890","880182304201396234","1","F","S","S","S","A","F","D","",""
"x4q5kt","45657","1","Mai's Mother","Kanon (2006)","2","Tue, 22 Nov 2022 06:55:22 GMT","1669100122104","3","","","","No","No","kobe","","1","0","2","393131628827770890","393131628827770890","880182304201396234","1","F","S","S","S","S","F","D","",""
"xznj7k","45269","1","Orion Rigel","Saint Seiya: Saintia Shou","3","Mon, 21 Nov 2022 06:13:51 GMT","1669011231413","10","","","","No","No","kobe","","1","0","3","393131628827770890","393131628827770890","880182304201396234","6","F","S","S","S","A","F","D","",""
"xzwpgx","43343","1","Silver Fang","Yu-Gi-Oh! Duel Monsters","1","Sun, 20 Nov 2022 22:29:51 GMT","1668983391065","3","","","","No","No","kobe","","0","0","1","393131628827770890","393131628827770890","880182304201396234","1","F","S","S","S","S","F","D","",""
"x1lpdr","45001","1","Sophia","Dia Horizon (Kabu)","0","Sun, 20 Nov 2022 06:10:20 GMT","1668924620413","1","","","","No","No","kobe","","0","0","0","393131628827770890","393131628827770890","880182304201396234","0","F","S","S","S","A","F","D","",""
"x1m043","19253","2","Monzaemon","Digimon Adventure","2","Sat, 19 Nov 2022 04:49:25 GMT","1668833365779","16","","","","No","No","kobe","","1","0","2","393131628827770890","393131628827770890","880182304201396234","8","F","S","S","S","S","F","D","",""
"xnnrgn","27392","1","Sirena","Elsword","3","Fri, 18 Nov 2022 06:47:44 GMT","1668754064767","29","","","","No","No","kobe","","1","0","3","393131628827770890","393131628827770890","880182304201396234","16","F","S","S","S","S","F","C","",""
"xjtwkh","13143","2","Kenji Sakurai","Darker than Black","0","Thu, 17 Nov 2022 08:10:51 GMT","1668672651092","3","","","","No","No","kobe","","0","0","0","393131628827770890","393131628827770890","880182304201396234","1","F","S","S","S","S","F","D","",""
"xj0pjn","24773","2","The Time","Cardcaptor Sakura","1","Wed, 16 Nov 2022 07:17:46 GMT","1668583066492","9","","","","No","No","kobe","","1","0","1","393131628827770890","393131628827770890","880182304201396234","4","F","S","S","S","A","F","C","",""
"xjm0cx","7322","1","Dead Master","Black Rock Shooter: Dawn Fall","1","Wed, 16 Nov 2022 04:13:01 GMT","1668571981821","4","","","","No","No","kobe","","1","0","1","393131628827770890","393131628827770890","880182304201396234","1","F","S","S","S","A","F","B","",""
"xbc93v","1115","1","Fairy Flower","Vermeil in Gold","2","Wed, 16 Nov 2022 03:35:07 GMT","1668569707175","12","","","","No","No","","","1","0","2","393131628827770890","393131628827770890","880182304201396234","8","F","S","S","S","A","F","A","",""
"xbbdcp","45295","1","Sommy","Hunter x Hunter","4","Tue, 15 Nov 2022 06:14:52 GMT","1668492892576","30","","","","No","No","kobe","","1","0","4","393131628827770890","393131628827770890","880182304201396234","19","F","S","S","S","A","F","D","",""
"xb56b9","891","1","Shiro","Healer Girl","2","Tue, 15 Nov 2022 04:40:02 GMT","1668487202268","6","","","","No","No","kobe","","1","0","2","393131628827770890","393131628827770890","880182304201396234","5","F","S","S","S","S","F","A","",""
"x5fj59","4729","3","Tomohisa Kitakado","B-PROJECT: Kodou*Ambitious","4","Mon, 14 Nov 2022 05:42:52 GMT","1668404572796","105","","","","No","No","kobe","","1","0","4","393131628827770890","393131628827770890","880182304201396234","64","F","S","S","S","S","F","C","",""
"xkjgj1","11019","3","Sanaki","Fire Emblem: Path of Radiance","2","Sat, 12 Nov 2022 09:26:16 GMT","1668245176368","29","","","","No","No","","","3","0","2","393131628827770890","393131628827770890","880182304201396234","16","F","S","S","S","A","F","D","",""
"xk5mtc","45050","1","Blacklist Hunter","Hunter x Hunter (2011)","2","Sat, 12 Nov 2022 06:51:21 GMT","1668235881992","8","","","","No","No","kobe","","1","0","2","393131628827770890","393131628827770890","880182304201396234","4","F","S","S","S","A","F","D","",""
"xw3bpl","30954","1","Artura Arrima","Super Neptunia RPG","2","Fri, 11 Nov 2022 07:31:40 GMT","1668151900186","9","","","","No","No","kobe","","0","0","2","393131628827770890","393131628827770890","730537558911484028","4","F","S","S","S","A","F","C","",""
"x2dsbl","10","2","Isao Gumakura","Shaman King (2021)","2","Thu, 10 Nov 2022 06:20:14 GMT","1668061214484","18","","","","No","No","kobe","","0","0","2","393131628827770890","393131628827770890","730537558911484028","15","F","S","S","S","S","F","A","",""
"xml61g","10687","3","Portgas D. Ace","One Piece","4","Thu, 03 Nov 2022 03:15:59 GMT","1667445359719","347","","","","No","No","husband","","996","1","2","393131628827770890","393131628827770890","730537558911484028","189","F","B","S","S","S","D","D","",""
"sx7wmh","1536","1","Chitose Hishigata","Summer Time Rendering","2","Sun, 30 Oct 2022 06:23:49 GMT","1667111029153","7","","","","No","No","kobe","","1","0","2","393131628827770890","393131628827770890","730537558911484028","5","F","S","S","S","A","F","A","",""
"ssqk6g","44357","1","Doron","Magi: The Kingdom of Magic","3","Fri, 28 Oct 2022 04:59:21 GMT","1666933161222","15","","","","No","No","kobe","","1","0","3","393131628827770890","393131628827770890","730537558911484028","8","F","S","S","S","S","F","D","",""
"sdn84h","44263","1","Jennifer Peach","Kandagawa Jet Girls","0","Thu, 27 Oct 2022 05:20:48 GMT","1666848048190","2","","","","No","No","kobe","","1","0","0","393131628827770890","393131628827770890","730537558911484028","1","F","S","S","S","A","F","D","",""
"st0kcn","14186","2","Neko-sama","With a Dog AND a Cat, Every Day is Fun","3","Mon, 24 Oct 2022 05:50:16 GMT","1666590616676","51","","","","No","No","cute","","4","0","3","393131628827770890","393131628827770890","730537558911484028","30","F","S","S","S","A","F","C","",""
"szp9lp","43534","1","Rinsuke","Magic-Kyun! Renaissance","1","Tue, 11 Oct 2022 06:02:28 GMT","1665468148293","2","","","","No","No","kobe","","1","0","1","393131628827770890","393131628827770890","730537558911484028","1","F","S","S","S","F","F","C","",""
"szh2qq","44036","1","Kana Iijima","Tsuredure Children","0","Mon, 10 Oct 2022 17:19:32 GMT","1665422372205","2","","","","No","No","kobe","","1","0","0","393131628827770890","393131628827770890","730537558911484028","1","F","S","S","S","S","F","C","",""
"s1v7x0","23596","2","Sena Machida","Get Up! Get Live! #Geragera","3","Sun, 09 Oct 2022 05:34:21 GMT","1665293661545","31","","","","No","No","kobe","","1","0","3","393131628827770890","393131628827770890","730537558911484028","19","F","S","S","S","A","F","C","",""
"sjg295","43387","1","Corsola","Pokémon","2","Fri, 07 Oct 2022 04:49:58 GMT","1665118198927","13","","","","No","No","kobe","","1","0","2","393131628827770890","393131628827770890","730537558911484028","5","F","S","S","S","B","F","C","",""
"sjrrbk","583","1","Knight of Owls Kant","Miss Kuroitsu from the Monster Development Department","3","Fri, 07 Oct 2022 02:57:02 GMT","1665111422556","14","","","","No","No","kobe","","0","0","3","393131628827770890","393131628827770890","730537558911484028","10","F","S","S","S","A","F","A","",""
"sbdjrp","43174","1","Vivian","The Seven Deadly Sins","2","Thu, 06 Oct 2022 02:36:53 GMT","1665023813048","13","","","","No","No","kobe","","2","0","2","393131628827770890","393131628827770890","730537558911484028","6","F","S","S","S","S","F","C","",""
"shf1j8","11892","3","Akira Hidaka","K-Project","4","Thu, 29 Sep 2022 05:13:16 GMT","1664428396203","94","","","","No","No","kobe","","1","0","4","393131628827770890","393131628827770890","730537558911484028","56","F","S","S","S","A","F","C","",""
"sqx1lt","10599","3","Beatrix Brehme","Schwarzesmarken","4","Wed, 28 Sep 2022 02:37:28 GMT","1664332648145","168","","","","No","No","kobe","","9","0","4","393131628827770890","393131628827770890","730537558911484028","98","F","S","S","S","A","F","C","",""
"svmm39","17630","2","NV6","Eden","3","Sat, 24 Sep 2022 05:48:16 GMT","1663998496950","24","","","","No","No","kobe","","1","0","3","393131628827770890","393131628827770890","730537558911484028","15","F","S","S","S","B","F","C","",""
"d6f4kk","42935","1","Thomas the Tank Slime","gdgd men's party","1","Wed, 21 Sep 2022 03:28:41 GMT","1663730921245","13","","","","No","No","hamz","","56","0","1","393131628827770890","393131628827770890","730537558911484028","5","F","S","S","S","A","F","C","",""
"d7x7wz","42875","1","Christopher Ousaka","Angel's Feather","2","Fri, 16 Sep 2022 04:23:59 GMT","1663302239757","2","","","","No","No","kobe","","0","0","2","393131628827770890","393131628827770890","730537558911484028","1","F","S","S","S","C","F","C","",""
